n_nodes,n_edges,avg_degree,network_density,source_degree,target_degree,euclidean_distance,shortest_path_hops,avg_edge_cost,max_edge_cost,min_edge_cost,source_betweenness,target_betweenness,n_alternative_paths,path,path_cost,path_distance,path_hops,path_regenerators,path_found,path_osnr,path_viable,source,target,network_id,network_type,network_name
20,31,3.1,0.1631578947368421,4,2,215.86915037996644,3,2261622.8833333333,2331208.93,2137397.97,0.24695071010860484,0.013909774436090223,9,"[9, 5, 1, 0]",6784868.65,339.24,3,0,True,28.83,False,9,0,12,synthetic,
20,31,3.1,0.1631578947368421,2,4,305.2850801653057,4,2297237.1799999997,2360829.13,2146472.14,0.013909774436090224,0.20329991645781118,19,"[19, 18, 14, 10, 6]",9188948.719999999,459.44,4,0,True,28.82,False,19,6,12,synthetic,
20,31,3.1,0.1631578947368421,2,3,289.6188566968377,3,2374560.7533333334,2510469.11,2217391.32,0.013909774436090223,0.08714842662211082,7,"[19, 15, 11, 7]",7123682.26,353.68,3,1,True,23.77,False,19,7,12,synthetic,
20,31,3.1,0.1631578947368421,2,4,136.5276383532193,2,2329374.6950000003,2519687.46,2139061.93,0.013909774436090223,0.20329991645781118,4,"[16, 17, 13]",4658749.390000001,230.43,2,1,True,23.77,False,16,13,12,synthetic,
20,31,3.1,0.1631578947368421,3,3,305.2850801653057,4,2212132.68,2331208.93,2137397.97,0.07283486494012809,0.08714842662211082,19,"[1, 5, 9, 8, 12]",8848530.72,442.43000000000006,4,0,True,28.83,False,1,12,12,synthetic,
20,31,3.1,0.1631578947368421,3,4,289.6188566968377,3,2278448.5733333337,2366738.82,2137397.97,0.07283486494012809,0.20329991645781118,13,"[1, 5, 9, 13]",6835345.720000001,341.77,3,0,True,28.82,False,1,13,12,synthetic,
20,31,3.1,0.1631578947368421,4,4,96.53961889894589,1,2366738.82,2366738.82,2366738.82,0.20329991645781118,0.24695071010860478,3,"[13, 9]",2366738.82,118.34,1,0,True,28.82,False,13,9,12,synthetic,
20,31,3.1,0.1631578947368421,4,3,96.53961889894589,1,2208566.81,2208566.81,2208566.81,0.2032999164578112,0.08714842662211082,3,"[6, 7]",2208566.81,110.43,1,0,True,28.9,False,6,7,12,synthetic,
20,31,3.1,0.1631578947368421,3,2,96.53961889894592,1,2316261.75,2316261.75,2316261.75,0.07283486494012809,0.013909774436090224,2,"[1, 0]",2316261.75,115.81,1,0,True,28.84,False,1,0,12,synthetic,
20,31,3.1,0.1631578947368421,3,3,273.0552767064385,4,2328275.9075,2519687.46,2146472.14,0.07283486494012809,0.10977443609022557,20,"[17, 13, 14, 10, 11]",9313103.63,463.15,4,1,True,23.77,False,17,11,12,synthetic,
20,31,3.1,0.1631578947368421,3,4,136.5276383532193,2,2294189.13,2323655.16,2264723.1,0.0728348649401281,0.2032999164578112,5,"[18, 14, 13]",4588378.26,229.42000000000002,2,0,True,28.84,False,18,13,12,synthetic,
20,31,3.1,0.1631578947368421,3,3,289.6188566968377,3,2296614.33,2479655.19,2145464.7,0.08714842662211081,0.08714842662211082,13,"[15, 14, 13, 12]",6889842.99,341.99,3,1,True,23.79,False,15,12,12,synthetic,
20,31,3.1,0.1631578947368421,4,3,136.5276383532193,2,2392205.2800000003,2519687.46,2264723.1,0.20329991645781118,0.07283486494012809,5,"[14, 13, 17]",4784410.5600000005,236.72,2,1,True,23.77,False,14,17,12,synthetic,
20,31,3.1,0.1631578947368421,3,3,305.2850801653057,4,2282003.9675000003,2510469.11,2191588.63,0.08714842662211082,0.0728348649401281,19,"[15, 11, 7, 6, 2]",9128015.870000001,453.9,4,1,True,23.77,False,15,2,12,synthetic,
20,31,3.1,0.1631578947368421,3,4,215.86915037996644,3,2310294.233333334,2519687.46,2146472.14,0.07283486494012809,0.24695071010860478,13,"[17, 13, 14, 10]",6930882.700000001,344.03999999999996,3,1,True,23.77,False,17,10,12,synthetic,
20,31,3.1,0.1631578947368421,3,4,215.86915037996644,3,2312142.4133333336,2510469.11,2208566.81,0.08714842662211084,0.2032999164578112,10,"[15, 11, 7, 6]",6936427.24,344.32,3,1,True,23.77,False,15,6,12,synthetic,
20,31,3.1,0.1631578947368421,3,2,193.07923779789184,2,2387645.855,2459029.96,2316261.75,0.0728348649401281,0.013909774436090224,4,"[2, 1, 0]",4775291.71,236.26,2,1,True,23.8,False,2,0,12,synthetic,
20,31,3.1,0.1631578947368421,3,2,96.53961889894595,1,2395821.83,2395821.83,2395821.83,0.08714842662211082,0.013909774436090224,2,"[15, 19]",2395821.83,119.79,1,0,True,28.8,False,15,19,12,synthetic,
20,31,3.1,0.1631578947368421,2,3,398.0430457772289,5,2276107.4699999997,2360829.13,2146472.14,0.013909774436090228,0.0728348649401281,35,"[19, 18, 14, 10, 6, 2]",11380537.349999998,569.02,5,0,True,28.82,False,19,2,12,synthetic,
20,31,3.1,0.1631578947368421,4,3,273.0552767064385,4,2229372.2675,2360829.13,2145464.7,0.2032999164578112,0.08714842662211085,25,"[6, 10, 14, 13, 12]",8917489.07,445.87,4,0,True,28.82,False,6,12,12,synthetic,
20,31,3.1,0.1631578947368421,3,4,273.0552767064385,4,2234761.7975000003,2369530.23,2145464.7,0.08714842662211082,0.2032999164578112,25,"[4, 8, 12, 13, 14]",8939047.190000001,446.96,4,0,True,28.82,False,4,14,12,synthetic,
20,31,3.1,0.1631578947368421,2,3,305.28508016530577,4,2344388.06,2484676.19,2139061.93,0.013909774436090224,0.08714842662211082,18,"[16, 17, 18, 19, 15]",9377552.24,466.37000000000006,4,1,True,23.78,False,16,15,12,synthetic,
20,31,3.1,0.1631578947368421,3,2,289.6188566968377,3,2245513.0,2369530.23,2159329.16,0.08714842662211084,0.013909774436090224,7,"[12, 8, 4, 0]",6736539.0,336.83,3,0,True,28.82,False,12,0,12,synthetic,
20,31,3.1,0.1631578947368421,3,3,215.86915037996644,3,2303541.516666666,2510469.11,2191588.63,0.07283486494012809,0.10977443609022557,9,"[2, 6, 7, 11]",6910624.549999999,343.03,3,1,True,23.77,False,2,11,12,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,217.69652942301377,3,2282426.8000000003,2369317.22,2200259.76,0.02976803448652189,0.03429842846229401,9,"[9, 18, 27, 28]",6847280.4,342.37,3,0,True,28.82,False,9,28,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,307.8693843915796,4,2495307.55,2567907.96,2341756.92,0.08187433155080215,0.10703492306013314,28,"[31, 22, 13, 4, 5]",9981230.2,491.57000000000005,4,3,True,23.74,False,31,5,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,2,97.35684765112842,1,2246406.11,2246406.11,2246406.11,0.06334191858561608,0.0033316599367019546,2,"[7, 8]",2246406.11,112.32,1,0,True,28.88,False,7,8,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,194.71369530225675,2,2515428.3099999996,2548060.01,2482796.61,0.11668230928735134,0.19724686238131622,7,"[32, 23, 14]",5030856.619999999,246.54000000000002,2,2,True,23.75,True,32,14,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,217.6965294230138,3,2242302.0500000003,2318582.34,2176269.72,0.03070451817090473,0.16899421586816543,13,"[9, 10, 11, 20]",6726906.15,336.34000000000003,3,0,True,28.84,False,9,20,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,351.0251062236792,5,2329225.9560000002,2459577.81,2268823.64,0.08685785223180181,0.08715911819273166,50,"[16, 25, 34, 33, 32, 31]",11646129.780000001,579.81,5,1,True,23.8,False,16,31,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,401.41256624276895,5,2300059.018,2459577.81,2167541.6,0.13980426716141003,0.06006166102804759,37,"[20, 21, 30, 31, 32, 33]",11500295.09,572.51,5,1,True,23.8,False,20,33,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,137.68337433811698,2,2454832.44,2567907.96,2341756.92,0.1957346393102696,0.08080055658627089,5,"[13, 4, 5]",4909664.88,242.99,2,1,True,23.74,False,13,5,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,194.71369530225678,2,2275318.215,2318582.34,2232054.09,0.14694532358397908,0.024904507257448437,7,"[11, 10, 9]",4550636.43,227.53,2,0,True,28.84,False,11,9,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,307.8693843915796,4,2299224.7475,2483260.29,2186387.26,0.12099678053039396,0.0978893921204846,20,"[4, 3, 2, 1, 10]",9196898.99,457.34999999999997,4,1,True,23.78,False,4,10,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,681.4979335578987,7,2402875.114285714,2528766.15,2171841.41,0.12139512168503766,0.026540761759249156,57,"[10, 11, 12, 13, 14, 15, 16, 17]",16820125.799999997,831.01,7,4,True,23.76,False,10,17,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,3,802.8251324855379,10,2310005.273,2511014.34,2186694.74,0.0026167739823202015,0.024650005456728154,803,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 17]",23100052.73,1150.0,10,2,True,23.77,False,27,17,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,351.0251062236793,5,2320339.534,2521803.33,2165316.69,0.09028123976863474,0.17855953290407073,50,"[29, 20, 21, 12, 13, 14]",11601697.67,577.58,5,1,True,23.76,False,29,14,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,2,524.2826697044121,7,2305384.2685714285,2521803.33,2165316.69,0.18003121248499399,0.005402761104441778,174,"[14, 13, 12, 21, 20, 29, 28, 27]",16137689.88,804.38,7,1,True,23.76,False,14,27,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,4,217.69652942301386,3,2275570.0,2367003.16,2186694.74,0.002818290952744735,0.14534000873076502,9,"[35, 34, 33, 24]",6826710.0,341.33000000000004,3,0,True,28.82,False,35,24,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,784.9159993252313,9,2334168.898888889,2504200.1,2176269.72,0.03256209756629925,0.032397631779984726,333,"[26, 25, 24, 23, 22, 21, 20, 11, 10, 9]",21007520.09,1042.87,9,3,True,23.77,False,26,9,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,4,688.4168716905848,8,2327919.27125,2521803.33,2171841.41,0.003236221761431846,0.11572890974571648,149,"[0, 1, 2, 11, 12, 13, 14, 15, 16]",18623354.169999998,923.6700000000001,8,3,True,23.76,False,0,16,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,2,688.4168716905848,8,2306414.27875,2459577.81,2200259.76,0.1118665829968351,0.006415529848302959,149,"[25, 34, 33, 32, 31, 30, 29, 28, 27]",18451314.229999997,920.0699999999999,8,1,True,23.8,False,25,27,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,4,688.4168716905848,8,2306414.27875,2459577.81,2200259.76,0.006650823965950017,0.10538218923933208,149,"[27, 28, 29, 30, 31, 32, 33, 34, 25]",18451314.23,920.0699999999999,8,1,True,23.8,False,27,25,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,137.68337433811692,2,2233414.965,2299288.33,2167541.6,0.10027158135981666,0.16227278184000873,5,"[30, 21, 20]",4466829.93,223.33999999999997,2,0,True,28.85,False,30,20,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,486.7842382556419,7,2268219.5714285714,2459577.81,2167541.6,0.08721046600458365,0.0924127469169486,182,"[33, 32, 31, 30, 21, 20, 11, 2]",15877537.0,791.3699999999999,7,1,True,23.8,False,33,2,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,389.42739060451356,4,2401352.6374999997,2521803.33,2296798.85,0.07975002728364074,0.18618241842191424,21,"[10, 11, 12, 13, 14]",9605410.549999999,475.27,4,2,True,23.76,False,10,14,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,592.198584960236,7,2332329.8285714285,2567907.96,2186387.26,0.1114797555385791,0.04320195350867621,99,"[6, 5, 4, 3, 2, 1, 10, 9]",16326308.799999999,811.3199999999999,7,2,True,23.74,False,6,9,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,708.7685493741566,9,2297168.56,2504200.1,2151890.4,0.03350763941940413,0.02964815016915857,515,"[18, 19, 20, 21, 22, 23, 24, 15, 6, 7]",20674517.04,1031.21,9,1,True,23.77,False,18,7,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,2,567.6830952875123,8,2283313.7125,2504200.1,2152399.81,0.09729258976317802,0.006117810760667904,300,"[30, 21, 22, 23, 24, 15, 6, 7, 8]",18266509.7,910.8199999999999,8,1,True,23.77,False,30,8,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,653.0895882690413,9,2259659.5955555555,2459577.81,2167541.6,0.05923856815453454,0.0707283640729019,606,"[34, 33, 32, 31, 30, 21, 20, 11, 2, 1]",20336936.36,1014.3399999999999,9,1,True,23.8,False,34,1,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,2,653.0895882690413,9,2258571.2966666664,2459577.81,2167541.6,0.09507219251336901,0.006011731965513478,561,"[33, 32, 31, 30, 21, 20, 11, 2, 1, 0]",20327141.669999998,1013.8499999999998,9,1,True,23.8,False,33,0,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,2,292.07054295338514,3,2316572.7566666664,2511014.34,2189150.04,0.0030333406089708614,0.004245061661028048,7,"[8, 17, 26, 35]",6949718.27,344.99,3,1,True,23.77,False,8,35,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,2,389.42739060451356,4,2371115.125,2567907.96,2246406.11,0.10834066353814253,0.00447915529848303,11,"[4, 5, 6, 7, 8]",9484460.5,471.71999999999997,4,1,True,23.74,False,4,8,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,194.71369530225675,2,2515428.3099999996,2548060.01,2482796.61,0.06759347375313762,0.2121268143621085,7,"[32, 23, 14]",5030856.619999999,246.54000000000002,2,2,True,23.75,True,32,14,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,97.35684765112839,1,2370776.32,2370776.32,2370776.32,0.09529881043326423,0.14609740259740261,3,"[19, 20]",2370776.32,118.54,1,0,True,28.81,False,19,20,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,194.71369530225678,2,2241084.825,2329769.84,2152399.81,0.15134988540870897,0.07639604932882245,7,"[24, 15, 6]",4482169.65,224.11,2,0,True,28.84,False,24,6,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,3,97.35684765112842,1,2246406.11,2246406.11,2246406.11,0.0058771144821565,0.07110373240205173,2,"[8, 7]",2246406.11,112.32,1,0,True,28.88,False,8,7,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,97.35684765112839,1,2370776.32,2370776.32,2370776.32,0.09433504310815237,0.15713947397140673,3,"[19, 20]",2370776.32,118.54,1,0,True,28.81,False,19,20,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,97.35684765112842,1,2296798.85,2296798.85,2296798.85,0.20422683618902107,0.21967003164902327,3,"[13, 12]",2296798.85,114.84,1,0,True,28.85,False,13,12,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,351.0251062236792,5,2269927.016,2504200.1,2152399.81,0.15501129542726183,0.08968198188366257,50,"[15, 24, 23, 22, 21, 30]",11349635.08,564.98,5,1,True,23.77,False,15,30,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,137.68337433811695,2,2308889.4000000004,2318490.47,2299288.33,0.19174926334170034,0.13110345956564443,6,"[12, 21, 20]",4617778.800000001,230.88,2,0,True,28.84,False,12,20,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,137.68337433811698,2,2273523.02,2370776.32,2176269.72,0.17185621521335806,0.1004673687656881,6,"[11, 20, 19]",4547046.04,227.35000000000002,2,0,True,28.81,False,11,19,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,97.35684765112839,1,2511014.34,2511014.34,2511014.34,0.03644013969224054,0.024531485321401293,2,"[26, 17]",2511014.34,123.05,1,1,True,23.77,True,26,17,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,2,3,194.71369530225678,2,2224802.335,2263217.41,2186387.26,0.006073392993561062,0.054122230710466006,4,"[0, 1, 2]",4449604.67,222.48,2,0,True,28.87,False,0,2,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,194.71369530225678,2,2382512.44,2468226.03,2296798.85,0.19568896649568918,0.22305544035796143,7,"[11, 12, 13]",4765024.88,235.75,2,1,True,23.79,False,11,13,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,97.35684765112839,1,2548060.01,2548060.01,2548060.01,0.2221113718214559,0.18536887482265635,3,"[23, 14]",2548060.01,124.9,1,1,True,23.75,True,23,14,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,97.35684765112839,1,2335732.45,2335732.45,2335732.45,0.06216550256466224,0.10035948925024556,2,"[28, 29]",2335732.45,116.79,1,0,True,28.83,False,28,29,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,194.71369530225678,2,2423735.34,2505713.76,2341756.92,0.19163227109025432,0.1143737313107061,7,"[22, 13, 4]",4847470.68,239.88,2,1,True,23.77,False,22,4,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,401.412566242769,5,2287448.874,2370776.32,2151890.4,0.04130759576557898,0.22235763396267602,56,"[18, 19, 20, 21, 12, 13]",11437244.37,571.85,5,0,True,28.81,False,18,13,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,137.68337433811698,2,2333253.75,2514107.69,2152399.81,0.08523038306231584,0.16501969878860637,6,"[16, 15, 24]",4666507.5,230.82999999999998,2,1,True,23.77,False,16,24,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,3,292.07054295338514,3,2180852.8666666667,2200972.19,2165316.69,0.0790464367565208,0.1017056095165339,13,"[29, 20, 11, 2]",6542558.6,327.13,3,0,True,28.9,False,29,2,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,3,4,496.4244659549835,6,2307671.5116666663,2521803.33,2171841.41,0.034161355451271413,0.18845039834115465,63,"[1, 2, 11, 12, 13, 14, 15]",13846029.069999998,687.3000000000001,6,2,True,23.76,False,1,15,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,4,486.7842382556419,5,2356819.85,2504200.1,2214480.65,0.125982483902652,0.0874920877441886,31,"[20, 21, 22, 23, 24, 25]",11784099.25,584.2,5,2,True,23.77,False,20,25,13,synthetic,
36,59,3.2777777777777777,0.09365079365079365,4,3,584.1410859067703,6,2308608.12,2504200.1,2151890.4,0.13104796464040167,0.03683346065699008,43,"[24, 23, 22, 21, 20, 19, 18]",13851648.72,690.07,6,1,True,23.77,False,24,18,13,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,10,131.96966977657735,1,3099757.79,3099757.79,3099757.79,0.039274316246241385,0.07985593901061465,50,"[13, 31]",3099757.79,152.49,1,1,True,23.48,True,13,31,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,5,12,429.4578210504624,2,3462778.1300000004,4219032.94,2353923.22,0.008176562273452226,0.08280499165614892,103,"[22, 12, 11, 26]",10388334.39,514.42,3,2,True,22.92,False,22,26,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,13,513.0842448347098,4,4451187.6975,5948406.72,1342340.48,0.0,0.050863656041058934,587,"[9, 14, 23, 3, 15]",17804750.79,875.24,4,6,True,19.07,False,9,15,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,9,8,299.93817934185387,2,4671552.985,6218753.44,3124352.53,0.009045445542771747,0.09573277573559023,154,"[16, 13, 12]",9343105.97,459.65999999999997,2,3,True,18.93,False,16,12,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,5,780.2453129839372,4,5145098.88,6029335.68,2866071.18,0.0,0.0002599524658348188,258,"[2, 30, 18, 33, 24]",20580395.52,1011.52,4,7,True,19.03,False,2,24,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,7,773.2736856851658,4,3852570.7260000007,5703259.78,2387589.0,0.0016699976593024719,0.004858535730644636,2365,"[20, 31, 1, 28, 34, 10]",19262853.630000003,948.1400000000001,5,6,True,19.19,False,20,10,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,2,315.7839701962212,3,4213571.8533333335,5948406.72,1342340.48,0.16238513004745148,0.0,104,"[3, 23, 14, 9]",12640715.56,622.0400000000001,3,4,True,19.07,False,3,9,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,5,10,370.3025746518931,2,2942121.7000000007,4549820.75,2029375.4,0.0,0.012994048435799191,231,"[29, 34, 33, 21]",8826365.100000001,438.82000000000005,3,1,True,22.75,False,29,21,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,11,470.1710347043127,3,3847527.4533333336,5703259.78,2478949.4,0.0027581969426889214,0.04627518591365424,704,"[19, 31, 1, 28]",11542582.360000001,567.1300000000001,3,4,True,19.19,False,19,28,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,12,433.4156290959759,3,4429701.713333333,5844957.02,3279200.43,0.0,0.05563461978411649,69,"[5, 30, 18, 26]",13289105.139999999,654.46,3,4,True,19.12,False,5,26,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,12,154.27845237903355,1,1955612.01,2478949.4,1432274.62,0.015433036489056876,0.23275193246960063,57,"[21, 28, 1]",3911224.02,193.06,2,1,True,23.79,True,21,1,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,8,374.1365031617036,2,3182780.44,6218753.44,244463.43,0.002525252525252525,0.1259095434123579,148,"[20, 19, 13, 12]",9548341.32,469.91999999999996,3,3,True,18.93,False,20,12,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,7,745.6594670898177,4,3679752.54,5703259.78,2346049.53,0.0020346063126811787,0.004718982301617523,2365,"[32, 31, 1, 28, 34, 25]",18398762.7,904.9300000000001,5,6,True,19.19,False,32,25,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,9,8,384.4299357627489,3,3105618.83,5703259.78,610624.95,0.006050928176596627,0.008321988176160706,636,"[16, 31, 1, 11]",9316856.49,458.34000000000003,3,3,True,19.19,False,16,11,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,4,13,548.441858777628,3,4533290.463333334,5844957.02,1914882.73,0.059269162210338684,0.06222630637616008,542,"[30, 18, 33, 15]",13599871.39,669.99,3,4,True,19.12,False,30,15,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,4,12,390.731512594672,2,4968410.17,5844957.02,4091863.32,0.15285204991087345,0.2710341835966309,63,"[30, 18, 1]",9936820.34,489.34000000000003,2,3,True,19.12,False,30,1,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,9,14,473.8897612409949,3,2494455.54,5703259.78,610624.95,0.007918984857487531,0.09490332669995984,656,"[16, 31, 1, 28, 21, 33]",12472277.7,616.11,5,3,True,19.19,False,16,33,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,10,456.31608185875905,4,3987813.54,5944824.25,1342340.48,0.0,0.011179225128575098,767,"[9, 14, 23, 1, 8]",15951254.16,785.07,4,5,True,19.07,False,9,8,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,11,550.9061907902266,4,5011648.07,5944824.25,4091863.32,0.0,0.17812974417692265,182,"[5, 30, 18, 1, 23]",20046592.28,987.33,4,6,True,19.07,False,5,23,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,4,5,160.41001699244126,1,3918763.76,3918763.76,3918763.76,0.0,0.008827793840459194,11,"[7, 22]",3918763.76,193.44,1,1,True,23.07,True,7,22,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,10,179.51931775963692,1,2138272.175,2247168.95,2029375.4,0.025332086113364564,0.009255796595151489,52,"[34, 33, 21]",4276544.35,213.82999999999998,2,0,True,28.88,False,34,21,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,13,97.84359860833925,1,2501425.37,2501425.37,2501425.37,0.014135659775684364,0.05130422033484482,60,"[34, 15]",2501425.37,122.57,1,1,True,23.77,True,34,15,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,12,5,360.7682513507538,2,4291559.699999999,5617569.02,2965550.38,0.06202298743021373,0.0,226,"[26, 10, 29]",8583119.399999999,421.65999999999997,2,3,True,19.23,True,26,29,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,10,10,538.2666234122598,3,4523952.7,5703259.78,2478949.4,0.019877872928888225,0.07730245241371403,676,"[34, 28, 1, 31]",13571858.100000001,666.09,3,5,True,19.19,False,34,31,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,11,8,468.2076253714385,3,3828538.57,5703259.78,2478949.4,0.05565236858585169,0.0028268423990349123,704,"[28, 1, 31, 20]",11485615.709999999,564.28,3,4,True,19.19,False,28,20,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,10,128.53035887841378,1,3085124.45,3085124.45,3085124.45,0.0016699976593024719,0.03374183006535947,45,"[19, 13]",3085124.45,151.76,1,1,True,23.48,True,19,13,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,3,8,766.7484129472421,4,4659121.9675,5703259.78,3303406.53,0.003567768660647918,0.0032600965087596105,1217,"[0, 18, 1, 31, 20]",18636487.87,916.82,4,6,True,19.19,False,0,20,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,4,8,523.2898021557099,3,4286523.033333333,5467923.66,3124352.53,0.0,0.044440055636579705,785,"[7, 13, 16, 27]",12859569.1,632.98,3,4,True,19.31,False,7,27,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,13,296.75741795835756,2,3471886.845,5132822.12,1810951.57,0.007768953964070766,0.055446172108639405,420,"[11, 28, 15]",6943773.69,342.19,2,2,True,19.47,False,11,15,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,8,370.80284997981624,2,4651938.945,6218753.44,3085124.45,0.002895487855380903,0.11306068945387829,148,"[19, 13, 12]",9303877.89,457.7,2,3,True,18.93,False,19,12,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,3,8,766.7484129472421,4,4659121.9675,5703259.78,3303406.53,0.013608037988842943,0.0016587443058031293,1217,"[0, 18, 1, 31, 20]",18636487.87,916.82,4,6,True,19.19,False,0,20,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,2,4,765.2600871635391,5,3566937.658333333,5844957.02,1244172.02,0.0,0.0,1738,"[5, 30, 18, 11, 28, 3, 4]",21401625.95,1055.09,6,6,True,19.12,False,5,4,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,14,10,537.7157512045399,3,3500913.8100000005,5502202.71,1432274.62,0.07120762225592858,0.0479692198275086,917,"[33, 21, 28, 12, 6]",14003655.240000002,692.6800000000001,4,3,True,19.29,False,33,6,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,10,276.3037321684026,2,3376050.9749999996,3437980.88,3314121.07,0.09352496846691892,0.009724279624146763,232,"[12, 1, 8]",6752101.949999999,332.61,2,2,True,23.31,False,12,8,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,7,4,540.4664162361406,3,4913908.823333333,5844957.02,3279200.43,0.0019060229871102204,0.10606060606060606,327,"[10, 26, 18, 30]",14741726.469999999,724.59,3,5,True,19.12,False,10,30,14,synthetic,
35,137,7.828571428571428,0.23025210084033612,8,7,773.2736856851658,4,3852570.7260000007,5703259.78,2387589.0,0.0020919984155278273,0.002269956439278967,2365,"[20, 31, 1, 28, 34, 10]",19262853.630000003,948.1400000000001,5,6,True,19.19,False,20,10,14,synthetic,
